,names,price,time_ago,address,time_scraped,area_name,rack_area_name,time_diff,time,date,tax_less,city,rack,margin
42248,Esso,,12 hours,"1669 Fort StVictoria Downtown, BC",2018-11-02 12:04:54,victoria,victoria,0 days 12:00:00.000000000,2018-11-02 00:04:54,2018-11-02 00:00:00,,victoria,85.6,
42249,Petro-Canada,147.9,11 hours,"1600 Fairfield RdVictoria, BC",2018-11-02 12:04:54,victoria,victoria,0 days 11:00:00.000000000,2018-11-02 01:04:54,2018-11-02 00:00:00,103.07714285714286,victoria,85.6,17.477142857142866
42251,Shell,,11 hours,"1945 Oak Bay Ave Oak Bay, BC",2018-11-02 12:04:54,victoria,victoria,0 days 11:00:00.000000000,2018-11-02 01:04:54,2018-11-02 00:00:00,,victoria,85.6,
42254,Petro-Canada,,11 hours,"3477 Quadra StSaanich, BC",2018-11-02 12:04:54,victoria,victoria,0 days 11:00:00.000000000,2018-11-02 01:04:54,2018-11-02 00:00:00,,victoria,85.6,
42271,Co-op,143.9,6 hours,"4140 Wilkinson RdSaanich, BC",2018-11-02 12:04:54,victoria,victoria,0 days 06:00:00.000000000,2018-11-02 06:04:54,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42274,Co-op,143.9,3 hours,"628 Gorge Rd E Victoria, BC",2018-11-02 18:04:37,victoria,victoria,0 days 03:00:00.000000000,2018-11-02 15:04:37,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42280,Husky,143.9,5 minutes,"2100 Quadra St  Victoria, BC",2018-11-03 00:03:57,victoria,victoria,0 days 00:05:00.000000000,2018-11-02 23:58:57,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42281,Save-On Gas,145.9,1 day,"308 Menzies St  Victoria  BC V8V 2G9James Bay, BC",2018-11-03 00:03:57,victoria,victoria,1 days 00:00:00.000000000,2018-11-02 00:03:57,2018-11-02 00:00:00,101.17238095238096,victoria,85.6,15.572380952380968
42282,Shell,143.9,1 day,"1321 Yates St Victoria, BC",2018-11-03 00:03:57,victoria,victoria,1 days 00:00:00.000000000,2018-11-02 00:03:57,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42283,Esso,143.9,13 minutes,"3201 Douglas StSaanich, BC",2018-11-03 00:03:57,victoria,victoria,0 days 00:13:00.000000000,2018-11-02 23:50:57,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42285,Petro-Canada,143.9,4 hours,"1600 Fairfield RdVictoria, BC",2018-11-03 00:03:57,victoria,victoria,0 days 04:00:00.000000000,2018-11-02 20:03:57,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42287,Shell,143.9,4 hours,"1945 Oak Bay Ave Oak Bay, BC",2018-11-03 00:03:57,victoria,victoria,0 days 04:00:00.000000000,2018-11-02 20:03:57,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42307,Chevron,143.9,5 hours,"3939 Gordon Head RdSaanich, BC",2018-11-03 00:03:57,victoria,victoria,0 days 05:00:00.000000000,2018-11-02 19:03:57,2018-11-02 00:00:00,99.26761904761904,victoria,85.6,13.667619047619041
42339,Chevron,146.9,29 minutes,"2748 Main StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:29:00.000000000,2018-11-02 05:35:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42340,Shell,143.9,49 minutes,"1785 Main StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:49:00.000000000,2018-11-02 05:15:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42341,Esso,145.9,33 minutes,"1398 W BroadwayVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:33:00.000000000,2018-11-02 05:31:26,2018-11-02 00:00:00,87.17238095238096,vancouver,84.0,3.172380952380962
42342,Husky,142.9,32 minutes,"1010 W King Edward AveVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:32:00.000000000,2018-11-02 05:32:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42343,Shell,142.9,32 minutes,"4110 Oak StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:32:00.000000000,2018-11-02 05:32:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42344,Esso,151.9,26 minutes,"4064 Fraser StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:26:00.000000000,2018-11-02 05:38:26,2018-11-02 00:00:00,92.88666666666666,vancouver,84.0,8.886666666666656
42345,Esso,144.9,2 hours,"1795 W BroadwayVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 02:00:00.000000000,2018-11-02 04:04:26,2018-11-02 00:00:00,86.22,vancouver,84.0,2.219999999999999
42346,Chevron,146.9,2 hours,"1900 Burrard StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 02:00:00.000000000,2018-11-02 04:04:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42347,Petro-Canada,146.9,4 hours,"1743 Burrard StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 04:00:00.000000000,2018-11-02 02:04:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42348,Shell,149.9,57 minutes,"1295 E 12th AveVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:57:00.000000000,2018-11-02 05:07:26,2018-11-02 00:00:00,90.98190476190476,vancouver,84.0,6.981904761904758
42349,Petro-Canada,149.9,4 hours,"1289 E BroadwayVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 04:00:00.000000000,2018-11-02 02:04:26,2018-11-02 00:00:00,90.98190476190476,vancouver,84.0,6.981904761904758
42350,Petro-Canada,146.9,1 hour,"1896 W 4th AveVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 01:00:00.000000000,2018-11-02 05:04:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42351,Super Save,147.9,48 minutes,"1317 E 12th AveVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:48:00.000000000,2018-11-02 05:16:26,2018-11-02 00:00:00,89.07714285714286,vancouver,84.0,5.07714285714286
42352,Esso,149.9,2 hours,"3205 Arbutus StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 02:00:00.000000000,2018-11-02 04:04:26,2018-11-02 00:00:00,90.98190476190476,vancouver,84.0,6.981904761904758
42353,Shell,151.9,5 hours,"2103 W BroadwayVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 05:00:00.000000000,2018-11-02 01:04:26,2018-11-02 00:00:00,92.88666666666666,vancouver,84.0,8.886666666666656
42354,Petro-Canada,145.9,31 minutes,"5680 Oak StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:31:00.000000000,2018-11-02 05:33:26,2018-11-02 00:00:00,87.17238095238096,vancouver,84.0,3.172380952380962
42355,Chevron,146.9,1 hour,"5736 Main StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 01:00:00.000000000,2018-11-02 05:04:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42356,Chevron,146.9,2 hours,"4615 Arbutus StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 02:00:00.000000000,2018-11-02 04:04:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42357,Esso,145.9,1 hour,"5702 Granville StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 01:00:00.000000000,2018-11-02 05:04:26,2018-11-02 00:00:00,87.17238095238096,vancouver,84.0,3.172380952380962
42358,Shell,142.9,2 hours,"1503 W 41st AveVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 02:00:00.000000000,2018-11-02 04:04:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42359,Petro-Canada,151.9,57 minutes,"1390 E 33rd AveVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:57:00.000000000,2018-11-02 05:07:26,2018-11-02 00:00:00,92.88666666666666,vancouver,84.0,8.886666666666656
42360,Husky,140.9,38 minutes,"2120 Grandview Hwy N Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:38:00.000000000,2018-11-02 05:26:26,2018-11-02 00:00:00,82.4104761904762,vancouver,84.0,-1.5895238095237971
42361,Esso,145.9,1 hour,"2001 KingswayVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 01:00:00.000000000,2018-11-02 05:04:26,2018-11-02 00:00:00,87.17238095238096,vancouver,84.0,3.172380952380962
42362,Chevron,146.9,1 hour,"3250 MacDonald StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 01:00:00.000000000,2018-11-02 05:04:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42363,Petro-Canada,151.9,6 hours,"2808 W BroadwayVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 06:00:00.000000000,2018-11-02 00:04:26,2018-11-02 00:00:00,92.88666666666666,vancouver,84.0,8.886666666666656
42364,Esso,145.9,31 minutes,"6525 Oak StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:31:00.000000000,2018-11-02 05:33:26,2018-11-02 00:00:00,87.17238095238096,vancouver,84.0,3.172380952380962
42365,Shell,149.9,1 hour,"1396 E 41st AveVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 01:00:00.000000000,2018-11-02 05:04:26,2018-11-02 00:00:00,90.98190476190476,vancouver,84.0,6.981904761904758
42366,Shell,143.9,10 minutes,"1896 E Hastings StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:10:00.000000000,2018-11-02 05:54:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42367,Husky,143.9,2 minutes,"4933 Victoria DrVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:02:00.000000000,2018-11-02 06:02:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42368,Petro-Canada,136.9,39 minutes,"2398 E 1st AveVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:39:00.000000000,2018-11-02 05:25:26,2018-11-02 00:00:00,78.60095238095238,vancouver,84.0,-5.3990476190476215
42369,Chevron,136.9,39 minutes,"1720 Nanaimo StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:39:00.000000000,2018-11-02 05:25:26,2018-11-02 00:00:00,78.60095238095238,vancouver,84.0,-5.3990476190476215
42370,Chevron,143.9,37 minutes,"5252 Victoria DrVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:37:00.000000000,2018-11-02 05:27:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42371,Petro-Canada,143.9,57 minutes,"2277 KingswayVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:57:00.000000000,2018-11-02 05:07:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42372,Chevron,140.9,9 minutes,"2902 Grandview HwyVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:09:00.000000000,2018-11-02 05:55:26,2018-11-02 00:00:00,82.4104761904762,vancouver,84.0,-1.5895238095237971
42373,Petro-Canada,151.9,4 hours,"6502 Victoria DrVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 04:00:00.000000000,2018-11-02 02:04:26,2018-11-02 00:00:00,92.88666666666666,vancouver,84.0,8.886666666666656
42374,Chevron,146.9,45 minutes,"7309 Knight StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:45:00.000000000,2018-11-02 05:19:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42375,Petro-Canada,146.9,45 minutes,"7282 Knight StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:45:00.000000000,2018-11-02 05:19:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42376,Petro-Canada,143.9,5 hours,"2890 E Hastings StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 05:00:00.000000000,2018-11-02 01:04:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42377,Husky,143.9,4 hours,"6806 Victoria DrVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 04:00:00.000000000,2018-11-02 02:04:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42378,Chevron,140.9,31 minutes,"196 SE Marine DrVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:31:00.000000000,2018-11-02 05:33:26,2018-11-02 00:00:00,82.4104761904762,vancouver,84.0,-1.5895238095237971
42379,Chevron,143.9,57 minutes,"2918 KingswayVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:57:00.000000000,2018-11-02 05:07:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42380,Chevron,143.9,31 minutes," 8320 Oak StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:31:00.000000000,2018-11-02 05:33:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42381,Petro-Canada,145.9,1 hour,"8072 Granville StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 01:00:00.000000000,2018-11-02 05:04:26,2018-11-02 00:00:00,87.17238095238096,vancouver,84.0,3.172380952380962
42382,Mobil,143.9,31 minutes,"350 SE Marine DrVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:31:00.000000000,2018-11-02 05:33:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42383,Mobil,140.9,8 minutes,"3185 Grandview HwyVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:08:00.000000000,2018-11-02 05:56:26,2018-11-02 00:00:00,82.4104761904762,vancouver,84.0,-1.5895238095237971
42384,Esso,151.9,30 minutes,"688 SE Marine DrVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:30:00.000000000,2018-11-02 05:34:26,2018-11-02 00:00:00,92.88666666666666,vancouver,84.0,8.886666666666656
42385,Petro-Canada,151.9,30 minutes,"710 SE Marine DrVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:30:00.000000000,2018-11-02 05:34:26,2018-11-02 00:00:00,92.88666666666666,vancouver,84.0,8.886666666666656
42386,Esso,146.9,1 hour,"3312 Grandview HwyVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 01:00:00.000000000,2018-11-02 05:04:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42387,Petro-Canada,136.9,38 minutes,"1675 Rupert StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:38:00.000000000,2018-11-02 05:26:26,2018-11-02 00:00:00,78.60095238095238,vancouver,84.0,-5.3990476190476215
42388,Husky,143.9,13 minutes,"709 SW Marine DrVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:13:00.000000000,2018-11-02 05:51:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42389,Chevron,143.9,3 hours,"2605 E 49th AveVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 03:00:00.000000000,2018-11-02 03:04:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42390,Chevron,133.9,3 minutes," 1720 Rupert StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:03:00.000000000,2018-11-02 06:01:26,2018-11-02 00:00:00,75.74380952380952,vancouver,84.0,-8.256190476190483
42391,Chevron,140.9,6 minutes,"3505 Grandview HwyVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:06:00.000000000,2018-11-02 05:58:26,2018-11-02 00:00:00,82.4104761904762,vancouver,84.0,-1.5895238095237971
42392,Shell,145.9,4 hours,"8686 Granville StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 04:00:00.000000000,2018-11-02 02:04:26,2018-11-02 00:00:00,87.17238095238096,vancouver,84.0,3.172380952380962
42393,Chevron,145.9,4 hours,"8884 Granville StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 04:00:00.000000000,2018-11-02 02:04:26,2018-11-02 00:00:00,87.17238095238096,vancouver,84.0,3.172380952380962
42394,Husky,142.9,3 hours,"351 W 3rd StNorth Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 03:00:00.000000000,2018-11-02 03:04:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42395,Esso,143.9,1 hour,"3502 E Hastings StVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 01:00:00.000000000,2018-11-02 05:04:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42396,Chevron,133.9,4 minutes,"3030 Boundary RdBurnaby, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:04:00.000000000,2018-11-02 06:00:26,2018-11-02 00:00:00,75.74380952380952,vancouver,84.0,-8.256190476190483
42397,Shell,143.9,2 hours,"3114 E 49th AveVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 02:00:00.000000000,2018-11-02 04:04:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42398,Chevron,142.9,7 minutes,"660 3rd St  W Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:07:00.000000000,2018-11-02 05:57:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42399,Husky,140.9,8 minutes,"3826 Canada WayBurnaby, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:08:00.000000000,2018-11-02 05:56:26,2018-11-02 00:00:00,82.4104761904762,vancouver,84.0,-1.5895238095237971
42400,Petro-Canada,151.9,45 minutes,"3110 E 54th AveVancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:45:00.000000000,2018-11-02 05:19:26,2018-11-02 00:00:00,92.88666666666666,vancouver,84.0,8.886666666666656
42401,Shell,142.9,48 minutes,"1198 Marine DrNorth Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:48:00.000000000,2018-11-02 05:16:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42402,Petro-Canada,142.9,50 minutes,"1980 Marine DrNorth Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:50:00.000000000,2018-11-02 05:14:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42403,Petro-Canada,142.9,45 minutes,"1245 Lonsdale AveNorth Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:45:00.000000000,2018-11-02 05:19:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42404,Shell,142.9,48 minutes,"1731 Capilano RdNorth Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:48:00.000000000,2018-11-02 05:16:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42405,Husky,139.9,7 minutes,"9060 Bridgeport RdRichmond, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:07:00.000000000,2018-11-02 05:57:26,2018-11-02 00:00:00,81.45809523809524,vancouver,84.0,-2.5419047619047603
42406,Esso,142.9,44 minutes,"1712 Lonsdale AveNorth Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:44:00.000000000,2018-11-02 05:20:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42407,Chevron,140.9,3 hours,"1490 Main StNorth Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 03:00:00.000000000,2018-11-02 03:04:26,2018-11-02 00:00:00,82.4104761904762,vancouver,84.0,-1.5895238095237971
42408,Chevron,139.9,12 minutes," 12011 Bridgeport RdRichmond, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:12:00.000000000,2018-11-02 05:52:26,2018-11-02 00:00:00,81.45809523809524,vancouver,84.0,-2.5419047619047603
42409,Shell,145.9,5 hours,"1305 Marine DrWest Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 05:00:00.000000000,2018-11-02 01:04:26,2018-11-02 00:00:00,87.17238095238096,vancouver,84.0,3.172380952380962
42410,Chevron,141.9,10 minutes,"4487 Canada WayBurnaby, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:10:00.000000000,2018-11-02 05:54:26,2018-11-02 00:00:00,83.36285714285714,vancouver,84.0,-0.6371428571428623
42411,Shell,141.9,7 minutes,"4505 Canada WayBurnaby, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:07:00.000000000,2018-11-02 05:57:26,2018-11-02 00:00:00,83.36285714285714,vancouver,84.0,-0.6371428571428623
42412,Petro-Canada,136.9,8 minutes,"1969 Willingdon AveBurnaby, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:08:00.000000000,2018-11-02 05:56:26,2018-11-02 00:00:00,78.60095238095238,vancouver,84.0,-5.3990476190476215
42413,Shell,143.9,1 hour,"4177 KingswayBurnaby, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 01:00:00.000000000,2018-11-02 05:04:26,2018-11-02 00:00:00,85.26761904761904,vancouver,84.0,1.2676190476190357
42414,Petro-Canada,146.9,5 hours,"1490 Marine DrWest Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 05:00:00.000000000,2018-11-02 01:04:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42415,Esso,136.9,32 minutes,"4512 Lougheed HwyBurnaby, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:32:00.000000000,2018-11-02 05:32:26,2018-11-02 00:00:00,78.60095238095238,vancouver,84.0,-5.3990476190476215
42416,Esso,146.9,5 hours,"1503 Marine DrWest Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 05:00:00.000000000,2018-11-02 01:04:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42417,Chevron,142.9,3 hours,"2698 Capilano RdNorth Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 03:00:00.000000000,2018-11-02 03:04:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42418,Husky,141.9,2 hours,"975 Willingdon AveBurnaby, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 02:00:00.000000000,2018-11-02 04:04:26,2018-11-02 00:00:00,83.36285714285714,vancouver,84.0,-0.6371428571428623
42419,Chevron,145.9,3 hours,"2305 Lonsdale AveNorth Vancouver, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 03:00:00.000000000,2018-11-02 03:04:26,2018-11-02 00:00:00,87.17238095238096,vancouver,84.0,3.172380952380962
42420,Chevron,146.9,2 hours,"4507 E Hastings StBurnaby, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 02:00:00.000000000,2018-11-02 04:04:26,2018-11-02 00:00:00,88.1247619047619,vancouver,84.0,4.124761904761897
42421,Petro-Canada,142.9,3 hours,"5111 Grant McConachie WayRichmond, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 03:00:00.000000000,2018-11-02 03:04:26,2018-11-02 00:00:00,84.3152380952381,vancouver,84.0,0.31523809523810087
42422,Chevron,139.9,15 minutes,"9100 Cambie RdRichmond, BC",2018-11-02 06:04:26,vancouver,vancouver,0 days 00:15:00.000000000,2018-11-02 05:49:26,2018-11-02 00:00:00,81.45809523809524,vancouver,84.0,-2.5419047619047603
