,names,price,time_ago,address,time_scraped,area_name,rack_area_name,time_diff,time,date,tax_less,city,rack,margin
10000,Shell,130.9,16 minutes,"3805 Richmond Rd SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:16:00.000000000,2018-10-09 23:26:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10001,Shell,128.9,27 minutes,"9420 Macleod Tr S Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:27:00.000000000,2018-10-09 23:15:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10002,Centex,128.9,2 hours,"2105 52nd St SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10003,Gas Plus,130.9,6 hours,"3540 52nd St SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 06:00:00.000000000,2018-10-09 17:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10005,Shell,128.9,28 minutes,"1595 32nd Ave NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:28:00.000000000,2018-10-09 23:14:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10007,Esso,130.9,21 hours,"3803 17th Ave SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 21:00:00.000000000,2018-10-09 02:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10008,Centex,130.9,3 hours,"3001 19th St NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 03:00:00.000000000,2018-10-09 20:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10009,Husky,130.9,2 hours,"5505 17th Ave SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10010,Shell,132.9,14 minutes,"3808 Bow Tr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:14:00.000000000,2018-10-09 23:28:04,2018-10-09 00:00:00,96.84142857142857,calgary,85.9,10.94142857142856
10011,Safeway,129.9,7 hours,"1600 90th Ave SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 07:00:00.000000000,2018-10-09 16:42:04,2018-10-09 00:00:00,93.9842857142857,calgary,85.9,8.084285714285699
10012,7-Eleven,127.9,4 hours,"5320 8th Ave SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 04:00:00.000000000,2018-10-09 19:42:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10013,Husky,132.9,14 minutes,"3824 Bow Tr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:14:00.000000000,2018-10-09 23:28:04,2018-10-09 00:00:00,96.84142857142857,calgary,85.9,10.94142857142856
10015,Petro-Canada,128.9,12 minutes,"9900 Fairmont Dr SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:12:00.000000000,2018-10-09 23:30:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10016,Centex,128.9,1 hour,"9704 Elbow Dr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 01:00:00.000000000,2018-10-09 22:42:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10017,Canadian Tire,128.9,27 minutes,"9940 Macleod Tr SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:27:00.000000000,2018-10-09 23:15:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10018,Fill N' Go,128.9,1 hour,"4002 Edmonton Tr NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 01:00:00.000000000,2018-10-09 22:42:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10019,Esso,128.9,27 minutes,"9835 Macleod TrCalgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:27:00.000000000,2018-10-09 23:15:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10020,Mobil @ Superstore,127.6,26 minutes,"3571 20th Ave NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:26:00.000000000,2018-10-09 23:16:04,2018-10-09 00:00:00,91.79380952380951,calgary,85.9,5.893809523809509
10021,Husky,127.9,5 minutes,"2525 32nd Ave NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:05:00.000000000,2018-10-09 23:37:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10022,Domo,130.9,2 hours,"791 Northmount Dr NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10023,Sunrise Gas,126.9,25 minutes,"2748 32nd St NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:25:00.000000000,2018-10-09 23:17:04,2018-10-09 00:00:00,91.12714285714286,calgary,85.9,5.2271428571428515
10024,Petro-Canada,124.9,29 minutes,"10120 Elbow Dr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:29:00.000000000,2018-10-09 23:13:04,2018-10-09 00:00:00,89.22238095238095,calgary,85.9,3.3223809523809393
10025,Petro-Canada,127.9,26 minutes,"2655 36th St NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:26:00.000000000,2018-10-09 23:16:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10026,Mobil @ Superstore,128.9,27 minutes,"10505 Southport Rd SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:27:00.000000000,2018-10-09 23:15:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10027,Esso,127.9,6 minutes,"1440 52nd St NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:06:00.000000000,2018-10-09 23:36:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10028,Petro-Canada,129.9,14 hours,"9405 24th St SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 14:00:00.000000000,2018-10-09 09:42:04,2018-10-09 00:00:00,93.9842857142857,calgary,85.9,8.084285714285699
10029,Co-op,130.9,37 minutes,"4940 Richmond Rd SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:37:00.000000000,2018-10-09 23:05:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10030,Husky,128.9,29 minutes,"10241 Elbow Dr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:29:00.000000000,2018-10-09 23:13:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10031,Petro-Canada,130.9,5 hours,"1704 61st St SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 05:00:00.000000000,2018-10-09 18:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10032,Shell,128.9,6 hours,"10855 Bonaventure Dr SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 06:00:00.000000000,2018-10-09 17:42:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10033,Petro-Canada,128.9,38 minutes,"5004 Centre St N Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:38:00.000000000,2018-10-09 23:04:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10036,Safeway,127.9,24 minutes,"3550 32nd Ave NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:24:00.000000000,2018-10-09 23:18:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10037,Esso,128.9,38 minutes,"4823 Centre St NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:38:00.000000000,2018-10-09 23:04:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10038,Shell,128.9,38 minutes,"4828 Centre St NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:38:00.000000000,2018-10-09 23:04:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10039,Shell,128.9,10 hours,"10305 Braeside Dr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 10:00:00.000000000,2018-10-09 13:42:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10040,Shell,128.9,3 hours,"1103–1199 Aviation Blvd NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 03:00:00.000000000,2018-10-09 20:42:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10041,Gas Plus,130.9,8 hours,"5216 6th St NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 08:00:00.000000000,2018-10-09 15:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10042,Husky,130.9,1 hour,"1919 Sirocco Dr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 01:00:00.000000000,2018-10-09 22:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10043,Safeway,127.9,47 minutes,"200 Stewart Green SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:47:00.000000000,2018-10-09 22:55:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10044,Shell,129.9,2 hours,"5309 Rundlehorn Dr NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,93.9842857142857,calgary,85.9,8.084285714285699
10045,Petro-Canada,127.9,37 minutes,"5505 Signal Hill Centre SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:37:00.000000000,2018-10-09 23:05:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10046,Mac's,134.9,5 hours,"1264 68th St SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 05:00:00.000000000,2018-10-09 18:42:04,2018-10-09 00:00:00,98.74619047619048,calgary,85.9,12.846190476190472
10047,Co-op,129.9,2 hours,"2520 52nd St NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,93.9842857142857,calgary,85.9,8.084285714285699
10048,7-Eleven,127.9,22 minutes,"3510 39th Ave NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:22:00.000000000,2018-10-09 23:20:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10049,Husky,128.9,41 minutes,"11033 Elbow Dr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:41:00.000000000,2018-10-09 23:01:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10050,Co-op,129.9,2 hours,"2580 Southland Dr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,93.9842857142857,calgary,85.9,8.084285714285699
10051,Mobil @ Superstore,127.9,1 hour," 5858 Signal Hill Center SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 01:00:00.000000000,2018-10-09 22:42:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10052,Esso,128.2,3 hours,"11488 24 St SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 03:00:00.000000000,2018-10-09 20:42:04,2018-10-09 00:00:00,92.36523809523807,calgary,85.9,6.465238095238064
10053,Shell,128.9,3 hours,"5623 4th St NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 03:00:00.000000000,2018-10-09 20:42:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10054,Co-op,128.9,11 minutes,"4122 Brentwood Rd NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:11:00.000000000,2018-10-09 23:31:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10055,7-Eleven,127.9,2 hours,"4444 16th Ave NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10056,Esso,127.9,42 minutes,"3550 52nd St NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:42:00.000000000,2018-10-09 23:00:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10057,Husky,130.9,8 hours,"4639 Bowness Rd NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 08:00:00.000000000,2018-10-09 15:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10058,Esso,130.0,4 hours,"759 Lake Bonavista Dr SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 04:00:00.000000000,2018-10-09 19:42:04,2018-10-09 00:00:00,94.0795238095238,calgary,85.9,8.1795238095238
10059,Co-op,130.9,2 hours,"4608 16th Ave NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10060,Esso,127.9,2 hours,"4700 16th Ave NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10061,Shell,134.9,34 minutes,"6450 Centre St N Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:34:00.000000000,2018-10-09 23:08:04,2018-10-09 00:00:00,98.74619047619048,calgary,85.9,12.846190476190472
10062,Shell,127.9,2 hours,"4647 16th Ave NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10063,Petro-Canada,134.9,1 hour,"520 64th Ave NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 01:00:00.000000000,2018-10-09 22:42:04,2018-10-09 00:00:00,98.74619047619048,calgary,85.9,12.846190476190472
10064,Petro-Canada,124.9,2 hours,"101 2220 68th St NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,89.22238095238095,calgary,85.9,3.3223809523809393
10065,Canadian Tire,130.9,2 hours,"596 64th Ave NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10066,Centex,130.9,2 hours,"11211 Oakfield Dr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10067,Esso,128.9,6 hours,"904 64th Ave NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 06:00:00.000000000,2018-10-09 17:42:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10068,Husky,125.9,23 minutes,"6833 26th Ave NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:23:00.000000000,2018-10-09 23:19:04,2018-10-09 00:00:00,90.17476190476191,calgary,85.9,4.2747619047619025
10069,Costco,121.9,1 minute,"75 E Hills Blvd SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:01:00.000000000,2018-10-09 23:41:04,2018-10-09 00:00:00,86.3652380952381,calgary,85.9,0.46523809523809234
10070,Centex,128.9,1 hour,"20 Douglaswoods Dr SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 01:00:00.000000000,2018-10-09 22:42:04,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10071,Flying J,130.9,11 minutes,"11511 40 St SE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:11:00.000000000,2018-10-09 23:31:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10073,Centex,130.9,8 hours,"5108 Bowness Rd NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 08:00:00.000000000,2018-10-09 15:42:04,2018-10-09 00:00:00,94.93666666666667,calgary,85.9,9.036666666666662
10074,Gas Plus,129.9,3 hours,"7196 Temple Dr NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 03:00:00.000000000,2018-10-09 20:42:04,2018-10-09 00:00:00,93.9842857142857,calgary,85.9,8.084285714285699
10075,Husky,129.9,2 hours,"11808 24th St SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 02:00:00.000000000,2018-10-09 21:42:04,2018-10-09 00:00:00,93.9842857142857,calgary,85.9,8.084285714285699
10076,Petro-Canada,127.9,4 hours,"1010 Strathcona Dr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 04:00:00.000000000,2018-10-09 19:42:04,2018-10-09 00:00:00,92.0795238095238,calgary,85.9,6.1795238095238005
10077,Husky,120.9,27 minutes,"1071 Canyon Meadows Dr SW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,0 days 00:27:00.000000000,2018-10-09 23:15:04,2018-10-09 00:00:00,85.41285714285713,calgary,85.9,-0.48714285714287087
10105,7-Eleven,127.6,20 hours,"4444 16th Ave NW Calgary, AB",2018-10-10 18:01:37,calgary,calgary,0 days 20:00:00.000000000,2018-10-09 22:01:37,2018-10-09 00:00:00,91.79380952380951,calgary,85.9,5.893809523809509
10106,Canadian Tire,128.9,20 hours,"596 64th Ave NE Calgary, AB",2018-10-10 18:01:37,calgary,calgary,0 days 20:00:00.000000000,2018-10-09 22:01:37,2018-10-09 00:00:00,93.03190476190476,calgary,85.9,7.1319047619047495
10107,Husky,134.9,1 day,"6060 Memorial Dr NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,1 days 00:00:00.000000000,2018-10-08 23:42:04,2018-10-08 00:00:00,98.74619047619048,calgary,86.0,12.746190476190478
10108,Esso,134.9,1 day,"220 68th St NE Calgary, AB",2018-10-09 23:42:04,calgary,calgary,1 days 00:00:00.000000000,2018-10-08 23:42:04,2018-10-08 00:00:00,98.74619047619048,calgary,86.0,12.746190476190478
10109,7-Eleven,134.6,1 day,"6820 4th St NW Calgary, AB",2018-10-09 23:42:04,calgary,calgary,1 days 00:00:00.000000000,2018-10-08 23:42:04,2018-10-08 00:00:00,98.46047619047617,calgary,86.0,12.460476190476172
10110,Safeway,129.9,7 hours,"11410 104th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 07:00:00.000000000,2018-10-09 16:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10111,Esso,132.9,4 hours,"12415 102nd AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10112,Shell,132.9,4 hours,"12206 Stony Plain RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10113,Hughes,132.9,5 hours,"9502 102A AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 05:00:00.000000000,2018-10-09 18:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10114,Petro-Canada,132.9,5 hours,"9936 109th St Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 05:00:00.000000000,2018-10-09 18:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10115,Husky,132.9,4 hours,"11603 Jasper Ave Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10116,Esso,132.9,1 hour,"9884 82nd AveOld Strathcona, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10117,Husky,,20 hours,"10608 107th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 20:00:00.000000000,2018-10-09 03:43:56,2018-10-09 00:00:00,,edmonton,83.5,
10118,Husky,,15 hours,"9208 Jasper Ave NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 15:00:00.000000000,2018-10-09 08:43:56,2018-10-09 00:00:00,,edmonton,83.5,
10119,Shell,132.9,2 hours,"11230 107th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-09 21:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10120,7-Eleven,132.6,7 hours,"7612 104th StOld Strathcona, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 07:00:00.000000000,2018-10-09 16:43:56,2018-10-09 00:00:00,96.55571428571427,edmonton,83.5,13.055714285714274
10121,Hughes,,6 hours,"11606 107th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 06:00:00.000000000,2018-10-09 17:43:56,2018-10-09 00:00:00,,edmonton,83.5,
10122,Esso,132.9,8 hours,"10863 82nd AveEdmonton - University Area, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 08:00:00.000000000,2018-10-09 15:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10123,Petro-Canada,132.9,3 hours,"11528 107th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 03:00:00.000000000,2018-10-09 20:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10124,Esso,132.9,4 hours,"10110 Kingsway AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10126,Hughes,132.9,1 hour,"11027 101st StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10127,Petro-Canada,132.9,3 hours,"12326 111th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 03:00:00.000000000,2018-10-09 20:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10128,Centex,126.9,14 minutes,"10540 82nd StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:14:00.000000000,2018-10-09 23:29:56,2018-10-09 00:00:00,91.12714285714286,edmonton,83.5,7.627142857142857
10129,Petro-Canada,132.9,36 minutes,"8330 82nd AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:36:00.000000000,2018-10-09 23:07:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10130,Petro-Canada,130.9,20 minutes,"9640 118th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:20:00.000000000,2018-10-09 23:23:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10131,Canadian Tire,132.9,3 hours,"11839 Kingsway AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 03:00:00.000000000,2018-10-09 20:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10133,Domo,126.4,10 hours,"10139 Princess Elizabeth AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 10:00:00.000000000,2018-10-09 13:43:56,2018-10-09 00:00:00,90.65095238095238,edmonton,83.5,7.150952380952376
10134,Safeway,129.9,55 minutes,"601 Groat RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:55:00.000000000,2018-10-09 22:48:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10135,Esso,132.9,4 hours,"9655 63rd AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10136,Husky,132.9,1 hour,"10845 61st Ave NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10137,Shell,132.9,5 hours,"5830 104th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 05:00:00.000000000,2018-10-09 18:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10138,Husky,132.9,37 minutes,"10960 142nd StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:37:00.000000000,2018-10-09 23:06:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10139,Shell,131.9,8 hours,"12925 118th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 08:00:00.000000000,2018-10-09 15:43:56,2018-10-09 00:00:00,95.88904761904762,edmonton,83.5,12.389047619047616
10140,Petro-Canada,132.9,4 hours,"5710 111th St NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10141,Hughes,132.9,1 hour,"6005 99th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10143,Domo,129.9,4 hours,"15015 Stony Plain RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10144,Shell,132.4,8 hours,"9431 149th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 08:00:00.000000000,2018-10-09 15:43:56,2018-10-09 00:00:00,96.3652380952381,edmonton,83.5,12.865238095238098
10145,Shell,132.9,1 hour,"5610 111th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10146,Domo,129.9,1 hour,"8716 149th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10147,Domo,132.9,4 hours,"5373 Gateway Blvd NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10149,Petro-Canada,132.9,6 hours,"6820 90th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 06:00:00.000000000,2018-10-09 17:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
